area_id,name,description,created_at,updated_at
677,"Commerce Circle","Circular commercial zone.","2025-10-13 15:24:31","2025-10-13 15:24:31"
678,"Harbor Circle","Industrial harbor circular street.","2025-10-13 15:24:31","2025-10-13 15:24:31"
679,"Airport Circle","Commercial area around airport circular road.","2025-10-13 15:24:31","2025-10-13 15:24:31"
680,"Tech Circle","Tech companies clustered in circular zone.","2025-10-13 15:24:31","2025-10-13 15:24:31"
681,"Industrial Circle","Industrial units in circular road.","2025-10-13 15:24:31","2025-10-13 15:24:31"
682,"University Circle","Education institutions circular zone.","2025-10-13 15:24:31","2025-10-13 15:24:31"
683,"Old Town Circle","Historic circular area in old town.","2025-10-13 15:24:31","2025-10-13 15:24:31"
684,"Residential Circle","Residential neighborhood circle.","2025-10-13 15:24:31","2025-10-13 15:24:31"
685,"Market Circle","Commercial market circle.","2025-10-13 15:24:31","2025-10-13 15:24:31"
686,"Riverside Circle","Residential and commercial circular street near river.","2025-10-13 15:24:31","2025-10-13 15:24:31"
687,"Lakeside Circle","Residential and commercial circular street near lake.","2025-10-13 15:24:31","2025-10-13 15:24:31"
688,"Business Circle","Business hub circular street.","2025-10-13 15:24:31","2025-10-13 15:24:31"
689,"Suburban Circle","Residential suburban circular area.","2025-10-13 15:24:31","2025-10-13 15:24:31"
690,"Tech Park Circle","IT park circular area.","2025-10-13 15:24:31","2025-10-13 15:24:31"
691,"Industrial Park Circle","Industrial park circular area.","2025-10-13 15:24:31","2025-10-13 15:24:31"
692,"Education Park Circle","School and college circular zone.","2025-10-13 15:24:31","2025-10-13 15:24:31"
693,"Sports Circle","Sports facilities circular area.","2025-10-13 15:24:31","2025-10-13 15:24:31"
694,"Cultural Park","Cultural park with museums and theaters.","2025-10-13 15:24:31","2025-10-13 15:24:31"
695,"Medical Circle","Hospitals and health clinics circular area.","2025-10-13 15:24:31","2025-10-13 15:24:31"
696,"Green Park Circle","Residential area with greenery in circular layout.","2025-10-13 15:24:31","2025-10-13 15:24:31"
697,"Historic Lane East","East lane in historic district.","2025-10-13 15:24:31","2025-10-13 15:24:31"
698,"Historic Lane West","West lane in historic district.","2025-10-13 15:24:31","2025-10-13 15:24:31"
699,"Commerce Park","Commercial park with shops and offices.","2025-10-13 15:24:31","2025-10-13 15:24:31"
700,"Harbor Park","Industrial park near harbor.","2025-10-13 15:24:31","2025-10-13 15:24:31"
701,"Airport Park","Commercial and residential area near airport.","2025-10-13 15:24:31","2025-10-13 15:24:31"
702,"Tech Park East","East IT park district.","2025-10-13 15:24:31","2025-10-13 15:24:31"
703,"Tech Park West","West IT park district.","2025-10-13 15:24:31","2025-10-13 15:24:31"
704,"Industrial Lane East","East industrial street.","2025-10-13 15:24:31","2025-10-13 15:24:31"
705,"Industrial Lane West","West industrial street.","2025-10-13 15:24:31","2025-10-13 15:24:31"
706,"University Lane","Lane with colleges and hostels.","2025-10-13 15:24:31","2025-10-13 15:24:31"
707,"Old Town Lane","Lane in old town historic district.","2025-10-13 15:24:31","2025-10-13 15:24:31"
708,"Residential Lane East","East residential street.","2025-10-13 15:24:31","2025-10-13 15:24:31"
709,"Residential Lane West","West residential street.","2025-10-13 15:24:31","2025-10-13 15:24:31"
710,"Market Lane Central","Central market street.","2025-10-13 15:24:31","2025-10-13 15:24:31"
711,"Riverside Lane","Lane along the river.","2025-10-13 15:24:31","2025-10-13 15:24:31"
712,"Lakeside Lane","Lane along the lake.","2025-10-13 15:24:31","2025-10-13 15:24:31"
713,"Business Lane","Lane in business district.","2025-10-13 15:24:31","2025-10-13 15:24:31"
714,"Suburban Lane East","East suburban residential lane.","2025-10-13 15:24:31","2025-10-13 15:24:31"
715,"Suburban Lane West","West suburban residential lane.","2025-10-13 15:24:31","2025-10-13 15:24:31"
716,"Tech Lane East","East lane with tech companies.","2025-10-13 15:24:31","2025-10-13 15:24:31"
717,"Tech Lane West","West lane with tech companies.","2025-10-13 15:24:31","2025-10-13 15:24:31"
718,"Industrial Lane Central","Central industrial street.","2025-10-13 15:24:31","2025-10-13 15:24:31"
719,"Education Lane East","East street with schools and colleges.","2025-10-13 15:24:31","2025-10-13 15:24:31"
720,"Education Lane West","West street with schools and colleges.","2025-10-13 15:24:31","2025-10-13 15:24:31"
721,"Sports Lane East","East lane with sports facilities.","2025-10-13 15:24:31","2025-10-13 15:24:31"
722,"Sports Lane West","West lane with sports facilities.","2025-10-13 15:24:31","2025-10-13 15:24:31"
723,"North Zone","Residential and commercial area in the northern part of the city.","2025-10-13 15:24:56","2025-10-13 15:24:56"
724,"South Zone","Industrial and residential area with high population density.","2025-10-13 15:24:56","2025-10-13 15:24:56"
725,"East Zone","Primarily residential with some commercial hubs.","2025-10-13 15:24:56","2025-10-13 15:24:56"
726,"West Zone","Mixed-use area with markets and schools.","2025-10-13 15:24:56","2025-10-13 15:24:56"
727,"Central Zone","City center with offices, shops, and high traffic.","2025-10-13 15:24:56","2025-10-13 15:24:56"
728,Greenfield,"Newly developed residential area with parks.","2025-10-13 15:24:56","2025-10-13 15:24:56"
729,Riverside,"Area along the river with light industrial activity.","2025-10-13 15:24:56","2025-10-13 15:24:56"
730,Hilltop,"Residential area on elevated terrain.","2025-10-13 15:24:56","2025-10-13 15:24:56"
731,Lakeside,"Scenic area near the lake, mostly residential.","2025-10-13 15:24:56","2025-10-13 15:24:56"
732,"Old Town","Historic district with traditional markets.","2025-10-13 15:24:56","2025-10-13 15:24:56"
733,"Tech Park","IT and tech companies cluster with residential zones.","2025-10-13 15:24:56","2025-10-13 15:24:56"
734,"Airport Area","Zone surrounding the city airport with warehouses.","2025-10-13 15:24:56","2025-10-13 15:24:56"
735,Harbor,"Port area with commercial and industrial activity.","2025-10-13 15:24:56","2025-10-13 15:24:56"
736,"University District","Education-focused area with colleges and hostels.","2025-10-13 15:24:56","2025-10-13 15:24:56"
737,"Industrial Estate","Heavy industrial activity zone with factories.","2025-10-13 15:24:56","2025-10-13 15:24:56"
738,"Market Street","Commercial hub with shops and offices.","2025-10-13 15:24:56","2025-10-13 15:24:56"
739,"Residential East","Dense residential neighborhood with local markets.","2025-10-13 15:24:56","2025-10-13 15:24:56"
740,"Residential West","Residential area with schools and parks.","2025-10-13 15:24:56","2025-10-13 15:24:56"
741,"Suburban North","Suburban residential zone with low density.","2025-10-13 15:24:56","2025-10-13 15:24:56"
742,"Suburban South","Low-density residential area near highways.","2025-10-13 15:24:56","2025-10-13 15:24:56"
743,"Old Industrial","Old industrial units with some warehouses.","2025-10-13 15:24:56","2025-10-13 15:24:56"
744,"New Industrial","Modern industrial area with logistics centers.","2025-10-13 15:24:56","2025-10-13 15:24:56"
745,"Business Park","Corporate offices and co-working spaces.","2025-10-13 15:24:56","2025-10-13 15:24:56"
746,"Mall District","Area surrounding major shopping malls.","2025-10-13 15:24:56","2025-10-13 15:24:56"
747,"Sports Complex","Zone with stadiums, gyms, and recreational areas.","2025-10-13 15:24:56","2025-10-13 15:24:56"
748,"Medical Hub","Hospitals, clinics, and health centers concentrated here.","2025-10-13 15:24:56","2025-10-13 15:24:56"
749,"Cultural Zone","Museums, theaters, and cultural institutions.","2025-10-13 15:24:56","2025-10-13 15:24:56"
750,"Government Zone","Government offices and administrative buildings.","2025-10-13 15:24:56","2025-10-13 15:24:56"
751,"Transport Hub","Bus and train stations with associated markets.","2025-10-13 15:24:56","2025-10-13 15:24:56"
752,Waterfront,"Developed area along the waterfront with mixed use.","2025-10-13 15:24:56","2025-10-13 15:24:56"
753,"Education Zone","Schools, coaching centers, and universities.","2025-10-13 15:24:56","2025-10-13 15:24:56"
754,"Tech Village","Residential and tech startup area.","2025-10-13 15:24:56","2025-10-13 15:24:56"
755,"Eco Park","Environmentally protected zone with greenery.","2025-10-13 15:24:56","2025-10-13 15:24:56"
756,"Industrial North","Northern industrial belt with factories.","2025-10-13 15:24:56","2025-10-13 15:24:56"
757,"Industrial South","Southern industrial belt with warehouses.","2025-10-13 15:24:56","2025-10-13 15:24:56"
758,"Residential Heights","Uptown residential area with high-end apartments.","2025-10-13 15:24:56","2025-10-13 15:24:56"
759,"Commerce Street","Central commercial street with shops and offices.","2025-10-13 15:24:56","2025-10-13 15:24:56"
760,"Food Street","Popular area with restaurants and food markets.","2025-10-13 15:24:56","2025-10-13 15:24:56"
761,"Market Lane","Small commercial street with local businesses.","2025-10-13 15:24:56","2025-10-13 15:24:56"
762,"Green Lane","Residential area with green parks and playgrounds.","2025-10-13 15:24:56","2025-10-13 15:24:56"
763,Lakeview,"Apartments and villas with lake view.","2025-10-13 15:24:56","2025-10-13 15:24:56"
764,Riverbank,"Residential and commercial buildings near the river.","2025-10-13 15:24:56","2025-10-13 15:24:56"
765,"Harbor Road","Industrial and logistics corridor near harbor.","2025-10-13 15:24:56","2025-10-13 15:24:56"
766,"Airport Road","Commercial and residential development near airport.","2025-10-13 15:24:56","2025-10-13 15:24:56"
767,"Industrial Park","Cluster of manufacturing units and warehouses.","2025-10-13 15:24:56","2025-10-13 15:24:56"
768,"Tech Avenue","Street with IT companies and co-working spaces.","2025-10-13 15:24:56","2025-10-13 15:24:56"
769,"University Road","Area with colleges, hostels, and student facilities.","2025-10-13 15:24:56","2025-10-13 15:24:56"
770,"Historic Lane","Old town street with cultural significance.","2025-10-13 15:24:56","2025-10-13 15:24:56"
771,"Garden District","Residential area with parks and gardens.","2025-10-13 15:24:56","2025-10-13 15:24:56"
772,"Suburban Heights","Residential suburb with medium density.","2025-10-13 15:24:56","2025-10-13 15:24:56"
773,"Commerce Avenue","Business district with corporate offices.","2025-10-13 15:24:56","2025-10-13 15:24:56"
774,"Industrial Boulevard","Main road connecting industrial units.","2025-10-13 15:24:56","2025-10-13 15:24:56"
775,"Residential Square","Neighborhood square with residential buildings.","2025-10-13 15:24:56","2025-10-13 15:24:56"
776,"Central Park Area","Residential and recreational area around central park.","2025-10-13 15:24:56","2025-10-13 15:24:56"
777,"Market Plaza","Commercial plaza with shops and offices.","2025-10-13 15:24:56","2025-10-13 15:24:56"
778,"Harbor View","Industrial and residential buildings near harbor view.","2025-10-13 15:24:56","2025-10-13 15:24:56"
779,Lakefront,"Residential area along the lakefront.","2025-10-13 15:24:56","2025-10-13 15:24:56"
780,"Riverside Heights","Residential apartments with river view.","2025-10-13 15:24:56","2025-10-13 15:24:56"
781,"Tech Corridor","Street connecting multiple IT parks.","2025-10-13 15:24:56","2025-10-13 15:24:56"
782,"Industrial Lane","Street with factories and warehouses.","2025-10-13 15:24:56","2025-10-13 15:24:56"
783,"Business Square","Central square with offices and shops.","2025-10-13 15:24:56","2025-10-13 15:24:56"
784,"Residential Lane","Local residential street with houses.","2025-10-13 15:24:56","2025-10-13 15:24:56"
785,"Cultural Plaza","Theater and museum hub in city.","2025-10-13 15:24:56","2025-10-13 15:24:56"
786,"Medical Avenue","Hospitals and clinics concentrated along this street.","2025-10-13 15:24:56","2025-10-13 15:24:56"
787,"Education Street","Schools and coaching centers located here.","2025-10-13 15:24:56","2025-10-13 15:24:56"
788,"Sports Avenue","Stadiums, gyms, and sports facilities.","2025-10-13 15:24:56","2025-10-13 15:24:56"
789,"Old Market","Traditional market with shops.","2025-10-13 15:24:56","2025-10-13 15:24:56"
790,"Suburban Avenue","Residential suburb with schools and parks.","2025-10-13 15:24:56","2025-10-13 15:24:56"
791,"Green Park","Residential area with extensive green space.","2025-10-13 15:24:56","2025-10-13 15:24:56"
792,"Commerce Hub","Business and trade concentrated zone.","2025-10-13 15:24:56","2025-10-13 15:24:56"
793,"Harbor Lane","Road connecting industrial harbor facilities.","2025-10-13 15:24:56","2025-10-13 15:24:56"
794,"Airport Boulevard","Main boulevard near airport with commercial activity.","2025-10-13 15:24:56","2025-10-13 15:24:56"
795,"Tech Street","Street lined with IT companies and startups.","2025-10-13 15:24:56","2025-10-13 15:24:56"
796,"Industrial Road","Industrial units along main road.","2025-10-13 15:24:56","2025-10-13 15:24:56"
797,"University Square","Education district with colleges and hostels.","2025-10-13 15:24:56","2025-10-13 15:24:56"
798,"Historic Avenue","Historic street with old architecture.","2025-10-13 15:24:56","2025-10-13 15:24:56"
799,"Residential Park","Residential area with central park.","2025-10-13 15:24:56","2025-10-13 15:24:56"
800,"Market Street North","Commercial street in northern district.","2025-10-13 15:24:56","2025-10-13 15:24:56"
801,"Market Street South","Commercial street in southern district.","2025-10-13 15:24:56","2025-10-13 15:24:56"
802,"Riverside Park","Residential and recreational zone along river.","2025-10-13 15:24:56","2025-10-13 15:24:56"
803,"Lakeside Heights","Residential area near lake with high-end housing.","2025-10-13 15:24:56","2025-10-13 15:24:56"
804,"Business Boulevard","Main business street with offices.","2025-10-13 15:24:56","2025-10-13 15:24:56"
805,"Suburban Park","Residential suburb with green spaces.","2025-10-13 15:24:56","2025-10-13 15:24:56"
806,"Tech Plaza","IT and startup office complex.","2025-10-13 15:24:56","2025-10-13 15:24:56"
807,"Industrial Complex","Cluster of factories and warehouses.","2025-10-13 15:24:56","2025-10-13 15:24:56"
808,"Cultural Lane","Museums and cultural institutions street.","2025-10-13 15:24:56","2025-10-13 15:24:56"
809,"Medical Park","Hospitals and health clinics in park area.","2025-10-13 15:24:56","2025-10-13 15:24:56"
810,"Education Park","Schools and educational centers in park area.","2025-10-13 15:24:56","2025-10-13 15:24:56"
811,"Sports Lane","Stadiums, courts, and sports facilities.","2025-10-13 15:24:56","2025-10-13 15:24:56"
812,"Old Town Square","Central historic square in old town.","2025-10-13 15:24:56","2025-10-13 15:24:56"
813,Greenbelt,"Residential area with environmental protection zones.","2025-10-13 15:24:56","2025-10-13 15:24:56"
814,"Commerce Street East","East side commercial street.","2025-10-13 15:24:56","2025-10-13 15:24:56"
815,"Commerce Street West","West side commercial street.","2025-10-13 15:24:56","2025-10-13 15:24:56"
816,"Harbor Boulevard","Industrial harbor main road.","2025-10-13 15:24:56","2025-10-13 15:24:56"
817,"Airport Lane","Street connecting airport terminals.","2025-10-13 15:24:56","2025-10-13 15:24:56"
818,"Tech Hub","Main tech district in city.","2025-10-13 15:24:56","2025-10-13 15:24:56"
819,"Industrial Hub","Central industrial area with factories.","2025-10-13 15:24:56","2025-10-13 15:24:56"
820,"University Avenue","Main avenue with colleges and hostels.","2025-10-13 15:24:56","2025-10-13 15:24:56"
821,"Historic District","Preserved old city district.","2025-10-13 15:24:56","2025-10-13 15:24:56"
822,"Residential Heights East","East side residential high-rise area.","2025-10-13 15:24:56","2025-10-13 15:24:56"
823,"Residential Heights West","West side residential high-rise area.","2025-10-13 15:24:56","2025-10-13 15:24:56"
824,"Market Lane East","East side commercial lane.","2025-10-13 15:24:56","2025-10-13 15:24:56"
825,"Market Lane West","West side commercial lane.","2025-10-13 15:24:56","2025-10-13 15:24:56"
826,"Riverside Avenue","Residential and commercial street by river.","2025-10-13 15:24:56","2025-10-13 15:24:56"
827,"Lakeside Avenue","Residential and commercial street by lake.","2025-10-13 15:24:56","2025-10-13 15:24:56"
828,"Business Park East","East business park district.","2025-10-13 15:24:56","2025-10-13 15:24:56"
829,"Business Park West","West business park district.","2025-10-13 15:24:56","2025-10-13 15:24:56"
830,"Suburban Lane","Residential suburban street.","2025-10-13 15:24:56","2025-10-13 15:24:56"
831,"Tech Lane","Street with tech companies.","2025-10-13 15:24:56","2025-10-13 15:24:56"
832,"Industrial Avenue","Main avenue for industrial units.","2025-10-13 15:24:56","2025-10-13 15:24:56"
833,"Education Lane","Street with schools and colleges.","2025-10-13 15:24:56","2025-10-13 15:24:56"
834,"Sports Park","Sports facilities in park area.","2025-10-13 15:24:56","2025-10-13 15:24:56"
835,"Cultural Avenue","Cultural street with museums and theaters.","2025-10-13 15:24:56","2025-10-13 15:24:56"
836,"Medical Lane","Street with hospitals and clinics.","2025-10-13 15:24:56","2025-10-13 15:24:56"
837,Greenway,"Residential street with greenery.","2025-10-13 15:24:56","2025-10-13 15:24:56"
838,"Historic Park","Old town park area.","2025-10-13 15:24:56","2025-10-13 15:24:56"
839,"Commerce Circle","Circular commercial zone.","2025-10-13 15:24:56","2025-10-13 15:24:56"
840,"Harbor Circle","Industrial harbor circular street.","2025-10-13 15:24:56","2025-10-13 15:24:56"
841,"Airport Circle","Commercial area around airport circular road.","2025-10-13 15:24:56","2025-10-13 15:24:56"
842,"Tech Circle","Tech companies clustered in circular zone.","2025-10-13 15:24:56","2025-10-13 15:24:56"
843,"Industrial Circle","Industrial units in circular road.","2025-10-13 15:24:56","2025-10-13 15:24:56"
844,"University Circle","Education institutions circular zone.","2025-10-13 15:24:56","2025-10-13 15:24:56"
845,"Old Town Circle","Historic circular area in old town.","2025-10-13 15:24:56","2025-10-13 15:24:56"
846,"Residential Circle","Residential neighborhood circle.","2025-10-13 15:24:56","2025-10-13 15:24:56"
847,"Market Circle","Commercial market circle.","2025-10-13 15:24:56","2025-10-13 15:24:56"
848,"Riverside Circle","Residential and commercial circular street near river.","2025-10-13 15:24:56","2025-10-13 15:24:56"
849,"Lakeside Circle","Residential and commercial circular street near lake.","2025-10-13 15:24:56","2025-10-13 15:24:56"
850,"Business Circle","Business hub circular street.","2025-10-13 15:24:56","2025-10-13 15:24:56"
851,"Suburban Circle","Residential suburban circular area.","2025-10-13 15:24:56","2025-10-13 15:24:56"
852,"Tech Park Circle","IT park circular area.","2025-10-13 15:24:56","2025-10-13 15:24:56"
853,"Industrial Park Circle","Industrial park circular area.","2025-10-13 15:24:56","2025-10-13 15:24:56"
854,"Education Park Circle","School and college circular zone.","2025-10-13 15:24:56","2025-10-13 15:24:56"
855,"Sports Circle","Sports facilities circular area.","2025-10-13 15:24:56","2025-10-13 15:24:56"
856,"Cultural Park","Cultural park with museums and theaters.","2025-10-13 15:24:56","2025-10-13 15:24:56"
857,"Medical Circle","Hospitals and health clinics circular area.","2025-10-13 15:24:56","2025-10-13 15:24:56"
858,"Green Park Circle","Residential area with greenery in circular layout.","2025-10-13 15:24:56","2025-10-13 15:24:56"
859,"Historic Lane East","East lane in historic district.","2025-10-13 15:24:56","2025-10-13 15:24:56"
860,"Historic Lane West","West lane in historic district.","2025-10-13 15:24:56","2025-10-13 15:24:56"
861,"Commerce Park","Commercial park with shops and offices.","2025-10-13 15:24:56","2025-10-13 15:24:56"
862,"Harbor Park","Industrial park near harbor.","2025-10-13 15:24:56","2025-10-13 15:24:56"
863,"Airport Park","Commercial and residential area near airport.","2025-10-13 15:24:56","2025-10-13 15:24:56"
864,"Tech Park East","East IT park district.","2025-10-13 15:24:56","2025-10-13 15:24:56"
865,"Tech Park West","West IT park district.","2025-10-13 15:24:56","2025-10-13 15:24:56"
866,"Industrial Lane East","East industrial street.","2025-10-13 15:24:56","2025-10-13 15:24:56"
867,"Industrial Lane West","West industrial street.","2025-10-13 15:24:56","2025-10-13 15:24:56"
868,"University Lane","Lane with colleges and hostels.","2025-10-13 15:24:56","2025-10-13 15:24:56"
869,"Old Town Lane","Lane in old town historic district.","2025-10-13 15:24:56","2025-10-13 15:24:56"
870,"Residential Lane East","East residential street.","2025-10-13 15:24:56","2025-10-13 15:24:56"
871,"Residential Lane West","West residential street.","2025-10-13 15:24:56","2025-10-13 15:24:56"
872,"Market Lane Central","Central market street.","2025-10-13 15:24:56","2025-10-13 15:24:56"
873,"Riverside Lane","Lane along the river.","2025-10-13 15:24:56","2025-10-13 15:24:56"
874,"Lakeside Lane","Lane along the lake.","2025-10-13 15:24:56","2025-10-13 15:24:56"
875,"Business Lane","Lane in business district.","2025-10-13 15:24:56","2025-10-13 15:24:56"
876,"Suburban Lane East","East suburban residential lane.","2025-10-13 15:24:56","2025-10-13 15:24:56"
877,"Suburban Lane West","West suburban residential lane.","2025-10-13 15:24:56","2025-10-13 15:24:56"
878,"Tech Lane East","East lane with tech companies.","2025-10-13 15:24:56","2025-10-13 15:24:56"
879,"Tech Lane West","West lane with tech companies.","2025-10-13 15:24:56","2025-10-13 15:24:56"
880,"Industrial Lane Central","Central industrial street.","2025-10-13 15:24:56","2025-10-13 15:24:56"
881,"Education Lane East","East street with schools and colleges.","2025-10-13 15:24:56","2025-10-13 15:24:56"
882,"Education Lane West","West street with schools and colleges.","2025-10-13 15:24:56","2025-10-13 15:24:56"
883,"Sports Lane East","East lane with sports facilities.","2025-10-13 15:24:56","2025-10-13 15:24:56"
884,"Sports Lane West","West lane with sports facilities.","2025-10-13 15:24:56","2025-10-13 15:24:56"
885,"Innovation District","Area with research centers, tech startups, and labs.","2025-10-13 15:24:56","2025-10-13 15:24:56"
886,"Heritage Park","Preserved historic and cultural park area with monuments.","2025-10-13 15:24:56","2025-10-13 15:24:56"
